views,uploader,county_code
71,,17035
18,1,17035
3393,1,17037
2339,,17037
229,1,17039
223,,17039
101,,17041
115,1,17041
28604,1,17043
19933,,17043
169,1,17045
200,,17045
2158,1,17047
1797,,17047
353,1,17049
390,,17049
69,,17051
84,1,17051
59,1,17053
29,,17053
222,1,17055
197,,17055
65,1,17057
72,,17057
1,,17059
86,,17061
110,1,17061
865,1,17063
742,,17063
40,1,17065
54,,17065
45,1,17067
50,,17067
31,1,17069
40,,17069
962,1,17073
544,,17073
60,1,17075
59,,17075
1952,1,17077
1202,,17077
23,1,17079
18,,17079
614,1,17081
565,,17081
254,1,17083
299,,17083
743,1,17085
276,,17085
19,1,17087
23,,17087
9046,,17089
13009,1,17089
1043,1,17091
857,,17091
1466,1,17093
1267,,17093
999,1,17095
567,,17095
19061,1,17097
12502,,17097
1612,1,17099
1141,,17099
60,,17101
58,1,17101
455,1,17103
322,,17103
323,1,17105
364,,17105
140,,17107
273,1,17107
396,,17109
607,1,17109
5219,,17111
6054,1,17111
6624,1,17113
5171,,17113
1257,1,17115
955,,17115
708,1,17117
551,,17117
5798,1,17119
5131,,17119
305,1,17121
285,,17121
1,1,17123
5,,17123
111,1,17125
84,,17125
41,1,17127
29,,17127
38,1,17129
30,,17129
211,1,17131
131,,17131
830,1,17133
800,,17133
146,,17135
146,1,17135
433,1,17137
344,,17137
48,,17139
108,1,17139
2075,1,17141
1486,,17141
3716,1,17143
2793,,17143
102,1,17145
135,,17145
232,1,17147
269,,17147
55,1,17149
99,,17149
2,1,17151
1,,17153
118,1,17157
116,,17157
156,1,17159
172,,17159
7753,1,17161
2423,,17161
4078,1,17163
3090,,17163
111,1,17165
100,,17165
4639,1,17167
2443,,17167
516,1,17169
482,,17169
3,1,17171
3,,17171
52,1,17173
94,,17173
9,,17175
15,1,17175
614,1,17177
408,,17177
2258,1,17179
1706,,17179
51,1,17181
79,,17181
503,1,17183
476,,17183
211,,17185
141,1,17185
112,,17187
149,1,17187
97,1,17189
112,,17189
100,1,17191
105,,17191
65,1,17193
96,,17193
795,1,17195
537,,17195
9871,1,17197
7847,,17197
2484,1,17199
2079,,17199
5996,1,17201
4388,,17201
566,1,17203
672,,17203
